_id	style	bib	resBib	author	bookTitle	container	date	doi	edition	editor	journal	location	pages	publisher	title	translator	url	volume	total
5ab9ab5325f15f355762988e	diatom-research	Allen R. B. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen R. B.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	33.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	34.0	
5ab9ab5325f15f355762988e	annual-reviews-author-date	Allen RB. 2011. Weaving Content with Coordination Widgets. D-Lib Magazine. 17(11/12): 	{:author=>"Allen RB.", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine.", :url=>"17(11/12):"}	40.0	-	-	0.000	-	-	-	-	-	-	-	29	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-music-technology-and-education	 Allen, R. B. (2011), 'Weaving Content with Coordination Widgets', D-Lib Magazine, 17:11/12 https://doi.org/10.1045/november2011-allen 	{:author=>"Allen, R. B.", :date=>"(2011),", :title=>"'Weaving Content with Coordination Widgets', D-Lib", :journal=>"Magazine,", :volume=>"17: 11/12", :url=>"https://doi.org/10.1045/november2011-allen"}	33.5	-	-	0.000	-	-	-	50	-	-	-	18	-	-	78	35.9	
5ab9ab5325f15f355762988e	journal-of-antimicrobial-chemotherapy	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011; 17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine", :date=>"2011; 17.", :note=>"Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	-	-	50	-	-	-	-	-	-	-	28	-	-	-	46.0	
5ab9ab5325f15f355762988e	culture-medicine-and-psychiatry	Allen, Robert B. 2011 Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine. Retrieved. from https://doi.org/10.1045/november2011-allen. 	{:author=>"Allen, Robert B.", :date=>"2011", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine 17(11/12). D-Lib Magazine.", :accessed=>"Retrieved. from", :url=>"https://doi.org/10.1045/november2011-allen."}	5.0	-	-	0.000	-	-	-	-	-	-	-	51	-	-	-	18.666666666666668	
5ab9ab5325f15f355762988e	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALLEN, Robert B. Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine. v. 17, n. 11/12, 2011. Disponível em: <https://doi.org/10.1045/november2011-allen>. 	{:author=>"ALLEN, Robert B.", :title=>"Weaving Content with Coordination Widgets. D-Lib Magazine, D-Lib Magazine.", :journal=>"v.", :volume=>"17, n. 11/12,", :date=>"2011.", :note=>"Disponível em: <https://doi.org/10.1045/november2011-allen>."}	45.0	-	-	0.000	-	-	-	100	-	-	-	45	-	-	85	55.0	
5ab9ab5325f15f355762988e	memorias-do-instituto-oswaldo-cruz	Allen RB 2011. Weaving Content with Coordination Widgets. D-Lib Magazine 17. 	{:author=>"Allen RB", :date=>"2011.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 17."}	47.0	88	-	0.000	-	-	-	-	-	-	-	15	-	-	-	37.5	
5ab9ab5325f15f355762988e	veterinary-pathology	1. Allen RB. Weaving Content with Coordination Widgets. 2011;17.  	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets.", :date=>"2011;17."}	60.0	-	-	43	-	-	-	-	-	-	-	2	-	-	-	35.0	
5ab9ab5325f15f355762988e	the-journal-of-molecular-diagnostics	1.Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine, 2011, 17 	{:author=>"1.Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :journal=>"Magazine,", :volume=>"2011,", :pages=>"17"}	53.0	-	-	-	-	-	-	50	-	-	-	15	-	-	80	49.5	
5ab9ab5325f15f355762988e	computer-und-recht	Allen, Weaving Content with Coordination Widgets, 2011 	{:author=>"Allen,", :title=>"Weaving Content with Coordination Widgets,", :date=>"2011"}	67.0	-	-	0.000	-	-	-	-	-	-	-	2	-	-	-	23.0	
5ab9ab5325f15f355762988e	journal-of-the-american-college-of-cardiology	1. Allen RB. Weaving Content with Coordination Widgets. D-Lib Magazine 2011;17. Available at: https://doi.org/10.1045/november2011-allen. 	{:author=>"1. Allen RB.", :title=>"Weaving Content with Coordination Widgets. D-Lib", :booktitle=>"Magazine 2011;17. Available at:", :url=>"https://doi.org/10.1045/november2011-allen."}	60.0	80	-	-	-	-	-	-	-	-	-	15	-	-	-	51.666666666666664	
5ab9ab5325f15f355762988e	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Allen R.B., 2011. Weaving Content with Coordination Widgets. D-Lib Magazine, 17 (11/12): , doi: 10.1045/november2011-allen 	{:author=>"Allen R.B.,", :date=>["2011.", "( 11/12):"], :title=>"Weaving Content with Coordination Widgets.", :journal=>"D-Lib Magazine,", :volume=>"17", :location=>",", :doi=>"doi: 10.1045/november2011-allen"}	40.0	-	-	0.000	16	-	-	7	5ab9b92b25f15f355762ea20	diatom-research	Alon N. & Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. 	{:author=>"Alon N. & Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52."}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	annual-reviews-author-date	Alon N, Fischer E. 1999. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52: 	{:author=>"Alon N, Fischer E.", :date=>"1999.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb.", :volume=>"52:"}	35.5	-	-	0.000	-	-	-	0	-	-	-	1	-	-	33	13.9	
5ab9b92b25f15f355762ea20	journal-of-music-technology-and-education	 Alon, N. and Fischer, E. (1999), 'Refining the Graph Density Condition for the Existence of Almost K-factors', Ars Comb., 52 	{:author=>"Alon, N. and Fischer, E.", :date=>"(1999),", :title=>"'Refining the Graph Density Condition for the Existence of Almost K-factors',", :journal=>"Ars Comb.,", :volume=>"52"}	62.333333333333336	-	-	0.000	-	-	-	10	-	-	-	4	-	-	0	15.26666666666667	
5ab9b92b25f15f355762ea20	journal-of-antimicrobial-chemotherapy	1. Alon N, Fischer E. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb 1999; 52. 	{:author=>"1. Alon N, Fischer E.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb", :date=>"1999;", :pages=>"52."}	52.5	-	-	20	-	-	-	11	-	-	-	1	-	-	-	21.125	
5ab9b92b25f15f355762ea20	culture-medicine-and-psychiatry	Alon, Noga, and Eldar Fischer 1999 Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb. 52. Ars Comb. 	{:author=>"Alon, Noga, and Eldar Fischer", :date=>"1999", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb. 52. Ars Comb."}	27.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	-	22.25	
5ab9b92b25f15f355762ea20	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	ALON, Noga; FISCHER, Eldar. Refining the Graph Density Condition for the Existence of Almost K-factors. Ars Comb., Ars Comb. v. 52, 1999. 	{:author=>"ALON, Noga; FISCHER, Eldar.", :title=>"Refining the Graph Density Condition for the Existence of Almost K-factors.", :journal=>"Ars Comb., Ars Comb. v.", :volume=>"52,", :date=>"1999."}	82.0	-	-	0.000	-	-	-	61	-	-	-	1	-	-	33	35.4	
5ab9d07825f15f3557636ade	spanish-legal	Amer-Yahia, S., “Recommendation Projects at Yahoo!”, IEEE Data Eng. Bull., vol. 34, n.º 2, 2011, (IEEE Data Eng. Bull.), pp. 69-77, fecha de consulta en http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, S.,", :title=>["“Recommendation Projects at Yahoo!”,", "fecha de consulta en"], :journal=>"IEEE Data Eng. Bull.,", :volume=>"vol. 34, n.º 2,", :date=>"2011,", :publisher=>"(IEEE Data", :editor=>"Eng. Bull.),", :pages=>"pp. 69-77,", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	50.0	-	-	0.000	-	-	100.0000	5	-	50	-	8	-	-	87	28.714285714285715	
5ab9d07825f15f3557636ade	uludag-universitesi-sosyal-bilimler-enstitusu-ilahiyat-fakultesi-full-note	AMER-YAHIA Sihem, “Recommendation Projects at Yahoo!”, IEEE Data Eng. Bull., IEEE Data Eng. Bull. c. 34, sy. 2 (2011), ss. 69–77, http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:title=>"AMER-YAHIA Sihem, “Recommendation Projects at Yahoo!”,", :journal=>"IEEE Data Eng. Bull., IEEE Data Eng. Bull. c.", :volume=>["34, sy. 2", "69–77,"], :date=>"(2011), ss.", :pages=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	-	1000.0	-	-	43	-	-	-	56	-	100	-	-	39	-	-	100	223.0	
5ab9d07825f15f3557636ade	french1	[1]AMER-YAHIA S. « Recommendation Projects at Yahoo! ». IEEE Data Eng. Bull. [En ligne]. 2011. Vol. 34, n°2, p. 69‑77. Disponible sur : < http://sites.computer.org/debull/A11june/Sihem.pdf > 	{:author=>"[1]AMER-YAHIA S.", :title=>"« Recommendation Projects at Yahoo! ».", :journal=>"IEEE Data Eng. Bull. [En", :volume=>"ligne]. 2011. Vol. 34, n°2,", :pages=>"p. 69‑77.", :note=>"Disponible sur : < http://sites.computer.org/debull/A11june/Sihem.pdf >"}	88.0	-	-	-	-	-	-	17	-	56	-	-	13	-	-	93	53.4	
5ab9d07825f15f3557636ade	international-journal-of-food-science-and-technology	Amer-Yahia, S. (2011). Recommendation Projects at Yahoo! IEEE Data Eng. Bull., IEEE Data Eng. Bull., 34, 69–77. 	{:author=>"Amer-Yahia, S.", :date=>"(2011).", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull., IEEE Data Eng. Bull.,", :volume=>"34,", :pages=>"69–77."}	50.0	-	-	0.000	-	-	-	53	-	33	-	-	0	-	-	33	28.166666666666668	
5ab9d07825f15f3557636ade	ksce-journal-of-civil-engineering	Amer-Yahia, S. (2011). Recommendation Projects at Yahoo! IEEE Data Eng. Bull., Vol. 34, No. 2, pp. 69–77. 	{:author=>"Amer-Yahia, S.", :date=>"(2011).", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.,", :volume=>"Vol. 34, No. 2,", :pages=>"pp. 69–77."}	50.0	-	-	0.000	-	-	-	5	-	60	-	-	0	-	-	87	33.666666666666664	
5ab9d07825f15f3557636ade	gastrointestinal-intervention	1.Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng Bull. 2011;34(2):69–77. 	{:author=>"1.Amer-Yahia S. Recommendation", :title=>"Projects at Yahoo!", :journal=>"IEEE Data Eng Bull.", :volume=>"2011;34(2):", :pages=>"69–77."}	53.0	-	-	-	-	-	-	5	-	33	-	-	45	-	-	82	43.6	
5ab9d07825f15f3557636ade	mimesis-edizioni	S. Amer-Yahia, Recommendation Projects at Yahoo!, in «IEEE Data Eng. Bull.», n. 34, 2 2011, pp. 69–77 	{:author=>"S. Amer-Yahia,", :title=>"Recommendation Projects at Yahoo!, in «IEEE Data Eng.", :journal=>"Bull.»,", :volume=>"n. 34,", :date=>"2 2011,", :pages=>"pp. 69–77"}	56.0	-	-	33	-	-	-	85	-	56	-	-	38	-	-	67	55.833333333333336	
5ab9d07825f15f3557636ade	byzantina-symmeikta	1. S. Amer-Yahia, Recommendation Projects at Yahoo!, IEEE Data Eng. Bull. 34 [IEEE Data Eng. Bull.], (2011) 69–77. 	{:author=>"1. S. Amer-Yahia,", :title=>"Recommendation Projects at Yahoo!, IEEE Data Eng.", :journal=>"Bull. 34 [IEEE Data Eng. Bull.],", :date=>"(2011)", :pages=>"69–77."}	75.0	-	-	0.000	-	-	-	38	-	33	-	-	33	-	-	-	35.8	
5ab9d07825f15f3557636ade	mycologia	Amer-Yahia S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng Bull. 34:69–77. 	{:author=>"Amer-Yahia S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng Bull.", :volume=>"34:", :pages=>"69–77."}	25.0	-	-	0.000	-	-	-	5	-	33	-	-	0	-	-	33	16.0	
5ab9d07825f15f3557636ade	the-open-university-a251	Amer-Yahia, S. (2011) ‘Recommendation Projects at Yahoo!’ IEEE Data Eng. Bull., 34/2, pp.69–77. [online] http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, S.", :date=>"(2011)", :title=>"‘Recommendation Projects at Yahoo!’", :journal=>"IEEE Data Eng. Bull.,", :volume=>"34/2,", :pages=>"pp.69–77.", :note=>"[online]", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	50.0	-	-	0.000	-	-	-	5	-	56	-	-	6	-	-	60	29.5	
5ab9d07825f15f3557636ade	journal-of-field-ornithology	Amer-Yahia, S. [online]. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34: 69–77. 	{:author=>"Amer-Yahia, S. [online].", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34:", :pages=>"69–77."}	38.5	-	-	0.000	-	-	-	0	-	33	-	-	0	-	-	33	17.416666666666668	
5ab9d07825f15f3557636ade	mcgill-en	Amer-Yahia, Sihem. “Recommendation Projects at Yahoo!” (2011) 34:2 IEEE Data Eng Bull 69, online: <http://sites.computer.org/debull/A11june/Sihem.pdf>. 	{:author=>"Amer-Yahia, Sihem.", :title=>"“Recommendation Projects at Yahoo!”", :date=>"(2011)", :volume=>"34: 2", :booktitle=>"IEEE Data Eng Bull 69, online:", :url=>"<http://sites.computer.org/debull/A11june/Sihem.pdf>."}	14.5	91	-	0.000	-	-	-	-	-	-	-	6	-	-	60	34.3	
5ab9d07825f15f3557636ade	journal-of-the-electrochemical-society	1. S. Amer-Yahia, IEEE Data Eng. Bull., 34, 69–77 (2011) http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"1. S. Amer-Yahia,", :title=>"IEEE Data Eng.", :journal=>"Bull.,", :volume=>"34,", :pages=>"69–77", :date=>"(2011)", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	75.0	-	-	0.000	-	-	-	80	-	20	-	-	88	-	-	33	49.333333333333336	
5ab9d07825f15f3557636ade	journal-of-cellular-and-molecular-medicine	[1]Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 2011; 34; 69–77. 	{:author=>"[1]Amer-Yahia S. Recommendation", :title=>"Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"2011; 34;", :pages=>"69–77."}	55.0	-	-	-	-	-	-	0	-	33	-	-	45	-	-	78	42.2	
5ab9d07825f15f3557636ade	onderstepoort-journal-of-veterinary-research	Amer-Yahia, S., 2011, 'Recommendation Projects at Yahoo!', IEEE Data Eng. Bull. 34, 69–77, from http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, S.,", :date=>"2011,", :title=>"'Recommendation Projects at Yahoo!',", :journal=>"IEEE Data Eng. Bull.", :volume=>"34,", :pages=>"69–77,", :accessed=>"from", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	50.0	-	-	0.000	-	-	-	0	-	33	-	-	8	-	-	33	20.666666666666668	
5ab9d07825f15f3557636ade	technische-universitat-dresden-betriebswirtschaftslehre-logistik-author-date	Amer-Yahia, S. (2011): Recommendation Projects at Yahoo! In: IEEE Data Eng. Bull., vol. 34, 2-2011, p. 69–77. <http://sites.computer.org/debull/A11june/Sihem.pdf>. 	{:author=>"Amer-Yahia, S.", :date=>"( 2011):", :title=>"Recommendation Projects at Yahoo!", :journal=>"In: IEEE Data Eng. Bull.,", :volume=>"vol. 34,", :pages=>"2-2011, p. 69–77. <http://sites.computer.org/debull/A11june/Sihem.pdf>."}	50.0	-	-	33	-	-	-	20	-	94	-	-	0	-	-	75	45.333333333333336	
5ab9d07825f15f3557636ade	european-journal-of-immunology	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 2011; 34:69–77. Available at: http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"2011; 34:", :pages=>"69–77.", :note=>"Available at:", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	44.0	-	-	-	-	-	-	0	-	33	-	-	0	-	-	78	31.0	
5ab9d07825f15f3557636ade	european-journal-of-soil-science	Amer-Yahia, S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34, 69–77Available at http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :volume=>"34,", :pages=>"69–77Available", :note=>"at", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	50.0	-	-	0.000	-	-	-	0	-	71	-	-	0	-	-	33	25.666666666666668	
5ab9d07825f15f3557636ade	universitas-negeri-semarang-fakultas-matematika-dan-ilmu-pengetahuan-alam	Amer-Yahia, S. 2011. Recommendation Projects at Yahoo! IEEE Data Eng. Bull., 34(2): 69–77. Tersedia di http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"Amer-Yahia, S.", :date=>"2011.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.,", :volume=>"34(2):", :pages=>"69–77.", :note=>"Tersedia di", :url=>"http://sites.computer.org/debull/A11june/Sihem.pdf."}	50.0	-	-	0.000	-	-	-	5	-	33	-	-	0	-	-	67	25.833333333333332	
5ab9d07825f15f3557636ade	cornea	1. Amer-Yahia S. Recommendation Projects at Yahoo! IEEE Data Eng Bull. 2011;34:69-77. http://sites.computer.org/debull/A11june/Sihem.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng Bull.", :volume=>"2011;34:", :pages=>"69-77. http://sites.computer.org/debull/A11june/Sihem.pdf."}	44.0	-	-	-	-	-	-	5	-	91	-	-	0	-	-	75	43.0	
5ab9d07825f15f3557636ade	restoration-ecology	Amer-Yahia S (2011) Recommendation Projects at Yahoo! IEEE Data Eng. Bull. 34:69–77:(In Press) 	{:author=>"Amer-Yahia S", :date=>"(2011)", :title=>"Recommendation Projects at Yahoo!", :journal=>"IEEE Data Eng. Bull.", :pages=>"34:69–77:", :location=>"(In", :publisher=>"Press)"}	25.0	-	-	0.000	-	-	-	0	5ab9d07d25f15f3557636afd	diatom-research	Amer-Yahia S. 2008. Letter from the Special Issue Editor. IEEE Data Eng. Bull. 31: 2. 	{:author=>"Amer-Yahia S. 2008.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.", :volume=>"31:", :pages=>"2."}	37.0	-	-	-	-	-	-	0	-	50	-	-	3	-	-	33	24.6	
5ab9d07d25f15f3557636afd	annual-reviews-author-date	Amer-Yahia S. 2008. Letter from the Special Issue Editor. IEEE Data Eng. Bull. 31(2):2 	{:author=>"Amer-Yahia S. 2008.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.", :volume=>"31(2): 2"}	37.0	-	-	-	-	-	-	0	-	-	-	3	-	-	75	28.75	
5ab9d07d25f15f3557636afd	journal-of-music-technology-and-education	 Amer-Yahia, S. (2008), 'Letter from the Special Issue Editor', IEEE Data Eng. Bull., 31:2, pp. 2. Retrieved from http://sites.computer.org/debull/A08June/sihemletter.pdf 	{:author=>"Amer-Yahia, S.", :date=>"(2008),", :title=>"'Letter from the Special Issue Editor',", :journal=>"IEEE Data Eng. Bull.,", :volume=>"31: 2,", :pages=>"pp.", :accessed=>"2. Retrieved from", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf"}	50.0	-	-	0.000	-	-	-	5	-	100	-	-	8	-	-	67	38.333333333333336	
5ab9d07d25f15f3557636afd	journal-of-antimicrobial-chemotherapy	1. Amer-Yahia S. Letter from the Special Issue Editor. IEEE Data Eng Bull 2008; 31: 2. Available at: http://sites.computer.org/debull/A08June/sihemletter.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng Bull", :volume=>"2008; 31: 2.", :note=>"Available at:", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf."}	44.0	-	-	-	-	-	-	10	-	-	-	3	-	-	83	35.0	
5ab9d07d25f15f3557636afd	culture-medicine-and-psychiatry	Amer-Yahia, Sihem 2008 Letter from the Special Issue Editor. IEEE Data Eng. Bull. 31(2). IEEE Data Eng. Bull.: 2. Retrieved. from http://sites.computer.org/debull/A08June/sihemletter.pdf. 	{:author=>["Amer-Yahia, Sihem", "Eng."], :date=>"2008", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull. 31(2). IEEE Data", :accessed=>"Bull.: 2. Retrieved. from", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf."}	-	-	0.000	-	-	-	46	-	-	-	3	-	-	-	16.333333333333332	
5ab9d07d25f15f3557636afd	associacao-brasileira-de-normas-tecnicas-ufmg-face-full	AMER-YAHIA, Sihem. Letter from the Special Issue Editor. IEEE Data Eng. Bull., IEEE Data Eng. Bull. v. 31, n. 2, p. 2, 2008. Disponível em: <http://sites.computer.org/debull/A08June/sihemletter.pdf>. 	{:author=>"AMER-YAHIA, Sihem.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull., IEEE Data Eng. Bull. v.", :volume=>"31, n. 2,", :pages=>"p. 2,", :date=>"2008.", :note=>"Disponível em: <http://sites.computer.org/debull/A08June/sihemletter.pdf>."}	49.5	-	-	0.000	-	-	-	56	-	80	-	-	3	-	-	78	44.416666666666664	
5ab9d07d25f15f3557636afd	memorias-do-instituto-oswaldo-cruz	Amer-Yahia S 2008. Letter from the Special Issue Editor. IEEE Data Eng. Bull. 31: 2. 	{:author=>"Amer-Yahia S", :date=>"2008.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.", :volume=>"31:", :pages=>"2."}	25.0	-	-	0.000	-	-	-	0	-	50	-	-	3	-	-	33	18.5	
5ab9d07d25f15f3557636afd	veterinary-pathology	1. Amer-Yahia S. Letter from the Special Issue Editor. 2008;31:2.  	{:author=>"1. Amer-Yahia S.", :title=>"Letter from the Special Issue", :journal=>"Editor.", :volume=>"2008;31:", :pages=>"2."}	44.0	-	-	-	-	-	-	85	-	50	-	-	19	-	-	75	54.6	
5ab9d07d25f15f3557636afd	the-journal-of-molecular-diagnostics	1.Amer-Yahia S. Letter from the Special Issue Editor. IEEE Data Eng Bull, 2008, 31:2 	{:author=>"1.Amer-Yahia S.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng Bull,", :volume=>"2008, 31: 2"}	38.0	-	-	-	-	-	-	10	-	-	-	3	-	-	82	33.25	
5ab9d07d25f15f3557636afd	computer-und-recht	Amer-Yahia, Letter from the Special Issue Editor, 2008, 2 	{:author=>"Amer-Yahia,", :title=>"Letter from the Special Issue", :journal=>"Editor,", :volume=>"2008, 2"}	38.0	-	-	-	-	-	-	90	-	-	-	19	-	-	100	61.75	
5ab9d07d25f15f3557636afd	journal-of-the-american-college-of-cardiology	1. Amer-Yahia S. Letter from the Special Issue Editor. IEEE Data Eng. Bull. 2008;31:2. Available at: http://sites.computer.org/debull/A08June/sihemletter.pdf. 	{:author=>"1. Amer-Yahia S.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.", :volume=>"2008;31: 2.", :note=>"Available at:", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf."}	44.0	-	-	-	-	-	-	0	-	-	-	3	-	-	82	32.25	
5ab9d07d25f15f3557636afd	revue-d-elevage-et-de-medecine-veterinaire-des-pays-tropicaux	Amer-Yahia S., 2008. Letter from the Special Issue Editor. IEEE Data Eng. Bull., 31 (2): 2 	{:author=>"Amer-Yahia S.,", :date=>["2008.", "( 2):"], :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.,", :volume=>["31", "2"]}	25.0	-	-	0.000	-	-	-	5	-	-	-	3	-	-	100	26.6	
5ab9d07d25f15f3557636afd	scandinavian-journal-of-work-environment-and-health	1. Amer-Yahia S. Letter from the Special Issue Editor. IEEE Data Eng. Bull. [Internet] . 2008;31(2):2. Available from: http://sites.computer.org/debull/A08June/sihemletter.pdf 	{:author=>"1. Amer-Yahia S.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull. [Internet]", :volume=>". 2008;31(2): 2.", :accessed=>"Available from:", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf"}	44.0	-	-	-	-	-	-	35	-	-	-	3	-	-	88	42.5	
5ab9d07d25f15f3557636afd	genome-biology-and-evolution	Amer-Yahia S. 2008. Letter from the Special Issue Editor. IEEE Data Eng. Bull. 31:2. http://sites.computer.org/debull/A08June/sihemletter.pdf. 	{:author=>"Amer-Yahia S. 2008.", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.", :volume=>"31: 2.", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf."}	37.0	-	-	-	-	-	-	0	-	-	-	3	-	-	67	26.75	
5ab9d07d25f15f3557636afd	harvard-university-of-gloucestershire	Amer-Yahia, S. (2008) Letter from the Special Issue Editor, IEEE Data Eng. Bull. 31 (2): 2 Available from: <http://sites.computer.org/debull/A08June/sihemletter.pdf> [Accessed:  	{:author=>"Amer-Yahia, S.", :date=>["(2008)", "( 2): 2"], :title=>"Letter from the Special Issue Editor,", :journal=>"IEEE Data Eng. Bull.", :volume=>"31", :accessed=>"Available from:", :url=>"<http://sites.computer.org/debull/A08June/sihemletter.pdf>", :publisher=>"[Accessed:"}	50.0	-	-	0.000	-	-	-	0	-	-	3	-	-	0	10.6	
5ab9d07d25f15f3557636afd	monash-university-harvard	Amer-Yahia, S 2008, ‘Letter from the Special Issue Editor’, IEEE Data Eng. Bull., vol. 31, no.2, p. 2, Retrieved from http://sites.computer.org/debull/A08June/sihemletter.pdf 	{:author=>"Amer-Yahia, S", :date=>"2008,", :title=>"‘Letter from the Special Issue Editor’,", :journal=>"IEEE Data Eng. Bull.,", :volume=>"vol. 31, no.2,", :pages=>"p. 2,", :accessed=>"Retrieved from", :url=>"http://sites.computer.org/debull/A08June/sihemletter.pdf"}	50.0	-	-	0.000	-	-	-	5	-	80	-	-	8	-	-	86	38.166666666666664	
5ab9d07d25f15f3557636afd	social-cognitive-and-affective-neuroscience	Amer-Yahia, S. (2008). Letter from the Special Issue Editor. IEEE Data Eng. Bull., 31, 2 	{:author=>"Amer-Yahia, S.", :date=>"(2008).", :title=>"Letter from the Special Issue Editor.", :journal=>"IEEE Data Eng. Bull.,", :volume=>"31, 2"}	50.0	-	-	0.000	-	-	-	5	-	-	-	3	-	-	60	23.6	
